10000 10000
u 9885 325
q 8018 4355
u 9972 9149
u 176 6483
u 6816 5364
u 5186 6404
u 5906 7719
q 8671 8114
u 5532 6560
u 4991 6524
u 5525 180
u 5335 1353
u 8723 621
u 7857 691
u 5932 1710
u 9876 3675
u 9117 0
q 9874 8314
u 5877 5706
u 3994 4935
q 7328 4247
u 9529 1262
u 6948 8544
u 7540 4160
u 9471 8645
u 4023 6421
u 8397 3625
u 3776 4445
u 9272 6444
u 9428 6421
u 2027 4966
u 4353 8150
u 5446 5522
u 5475 7224
q 3587 9216
q 6610 4002
u 2514 1439
q 4437 2358
u 1247 4302
u 7160 5704
u 1920 425
q 1668 3930
u 7299 8449
u 6052 3668
u 2701 4842
u 2797 9907
u 6420 8431
u 5917 58
u 5747 6007
u 7284 6582
u 9222 9281
u 7157 8292
u 2026 2273
u 3681 3828
q 4371 3556
u 7584 6434
u 4049 394
u 4234 8383
u 4299 6420
u 9869 2093
u 451 193
u 2740 7495
u 1257 48
u 1676 6874
u 7871 2948
u 5701 3184
u 9069 2134
u 9644 8192
u 3013 6314
u 770 4371
u 1181 4086
u 6988 5817
u 2289 4911
u 7793 4262
u 5289 1794
u 2834 311
u 2290 7693
q 1042 2149
u 5802 1324
u 2809 524
u 3458 8888
u 7746 7789
u 3674 7911
u 4610 3852
u 3848 3943
q 3175 2341
u 4460 7083
q 1896 7178
u 5361 5445
q 1094 1134
u 2771 8620
u 3487 4254
u 8692 3558
u 91 5235
u 3433 9207
u 823 7742
q 771 6805
q 3207 4369
u 3836 3833
u 1981 4939
u 4512 4731
u 2477 8875
u 7167 1984
u 7636 545
u 4873 6921
u 1631 5543
u 2800 2821
u 9013 2147
u 4319 4829
u 522 4954
q 560 1292
q 4220 2898
u 3104 5068
q 8603 9351
u 1922 4789
u 7504 7627
q 6764 4155
q 1256 781
u 2403 2985
u 3879 5762
u 3744 5827
u 5861 2702
u 6180 3937
u 3367 1784
q 3196 2330
q 9840 506
u 7958 2566
u 8569 5317
q 6014 7900
u 8142 7853
u 2244 9392
u 3980 3639
q 2466 5419
u 3744 4302
u 6519 6256
u 1021 4564
u 4871 5305
u 1379 3451
q 6861 7752
u 9227 8141
u 3139 4461
u 9832 3349
q 2550 6670
u 6409 5461
u 5390 1418
q 159 6304
q 8971 1988
u 4564 2084
u 7130 4800
u 7741 3894
u 8416 8315
q 9728 2579
u 9026 7185
q 4282 5138
u 3133 7737
u 7597 5899
u 9498 2104
u 3072 4335
u 3742 4230
u 9976 1045
u 3279 9088
u 5581 9062
u 1361 5435
q 5891 3145
u 9532 2213
u 1430 9904
u 4883 3001
u 4946 5751
u 8874 4047
u 2261 5292
u 4671 4713
u 9056 9296
u 7350 4850
u 6740 2652
q 7142 6474
u 1423 3115
u 2758 2240
u 7755 3110
q 1639 4074
u 750 6223
u 5952 9990
u 9576 4103
u 8773 2421
q 255 11
q 6495 5636
u 8617 2769
u 4777 9716
u 5531 3081
u 7433 2816
u 8915 4759
u 4412 4430
u 7924 7163
u 638 4365
u 1464 7792
u 3807 7487
u 2372 6430
u 4036 719
u 3707 19
u 3257 7171
u 4776 6568
u 1493 7285
u 2991 1341
u 127 1617
u 1243 741
q 6174 5130
u 5203 4552
u 8606 9468
u 5562 6932
u 8195 215
q 7853 1395
u 3989 9132
u 3190 3596
u 3933 3307
u 5951 8439
u 3950 9964
u 1290 1026
u 8470 6478
u 4701 5739
q 131 3726
u 3905 4117
u 8609 6294
u 6960 6002
q 7420 1556
u 228 4457
u 7029 1322
u 6097 9609
u 9791 5509
q 8649 7150
u 400 5516
u 5232 4554
q 2872 61
u 5028 2775
u 3176 6064
u 7975 239
u 9507 169
u 9566 2917
u 7914 3654
u 7113 1041
u 2379 883
u 3730 5154
u 1217 9738
u 4644 4087
u 1110 3829
u 3077 3757
u 509 7007
u 2598 7648
u 4104 3716
u 7047 504
u 2273 4100
u 2929 8491
u 6775 5744
u 1624 5190
u 4914 968
u 2551 2875
q 9895 2425
q 8951 4839
u 259 852
u 6875 4854
q 2170 2237
q 1264 7516
q 6122 7197
u 6901 7041
u 3961 1417
q 5274 6992
u 1802 7499
u 1543 801
u 4375 6749
u 5676 9878
u 9640 4962
q 9459 3920
q 7639 2784
u 5608 9592
u 6671 9300
q 5837 6823
u 7480 3365
u 5518 4090
q 274 2297
u 2844 5146
q 6070 1708
u 4645 7663
u 5499 7601
u 6057 4603
u 7648 8309
u 2119 4972
u 7193 3408
u 4280 4990
u 5897 8239
u 1623 9144
u 6499 797
u 1921 59
u 4045 9704
u 9437 5197
q 4181 69
q 60 2300
u 6194 7421
q 6728 500
q 8452 9104
u 6772 4788
q 5377 9215
u 7183 8041
u 7016 5715
u 1361 2537
u 6414 2598
u 1903 8647
u 4744 7263
q 2893 6893
u 4703 5901
u 1723 8157
u 5355 6891
u 2302 8967
u 2267 3022
u 7860 3134
u 3121 5251
q 1687 8988
q 1773 2599
u 4446 1416
u 5094 228
u 2333 9399
q 4991 1509
u 4037 9271
u 5589 880
q 3663 5116
u 5551 3885
u 7568 9067
u 703 9815
u 5621 1947
u 2908 5764
u 3439 597
u 610 8309
u 8162 3887
u 5891 8144
q 677 854
u 5342 3179
u 6511 5484
u 2228 2604
u 434 5569
u 4661 7998
q 7167 6402
u 6422 5062
u 8751 3625
u 8264 5416
u 7700 2852
u 6627 3264
q 6050 3826
u 3361 3484
u 1290 63
u 4925 8944
u 4995 4505
q 9558 1588
u 6521 7855
q 1517 8001
u 2465 6961
u 2287 9955
u 2074 6371
u 7524 2399
u 5288 2685
u 2823 8169
u 8319 7309
q 643 7734
u 6179 6137
u 7276 3692
u 7155 7546
u 5379 8336
u 7198 7019
q 5418 9291
u 3135 2941
q 6026 4446
q 112 2400
u 6792 3601
u 517 9323
u 6279 9740
u 5957 6091
u 7801 6266
u 4278 9512
u 6387 7600
u 4909 3400
u 3168 3774
u 1529 6889
q 4450 1061
u 5150 8023
u 3024 1917
u 8180 4284
u 9631 826
u 2487 3520
u 1566 8839
u 4796 5286
u 2697 6620
u 7488 4861
q 8247 2542
u 8360 5142
u 6135 5884
q 5072 1019
u 2718 1452
u 3605 4430
u 378 7949
u 7120 6614
u 6842 5393
u 8980 8237
u 8628 7735
u 5776 5684
u 9452 4030
q 4616 6951
u 6746 6153
u 7477 760
u 9315 9848
u 2477 5122
u 2390 9481
q 7608 5446
u 7616 3591
u 743 8767
u 5407 7333
u 161 4767
u 346 1407
u 7146 5073
u 7204 7458
u 6048 6435
u 7497 9271
u 7628 922
u 539 9482
u 7636 7743
u 5890 4495
u 4624 8723
u 2133 3147
q 6285 904
q 1878 6151
u 4250 6535
u 3008 8661
q 6961 3049
u 2332 6525
u 4954 1426
u 6599 7463
q 2206 8941
u 5048 4189
u 1317 2876
u 2072 224
u 1480 930
q 1895 2231
u 9936 774
u 4816 6075
u 5345 3304
u 332 5119
u 3154 9610
q 2671 1604
u 4726 1363
q 3577 9832
u 5515 5856
u 8129 6789
u 9986 2314
q 9012 1419
u 2820 6301
u 4958 8124
u 5443 3535
q 7821 1143
q 7348 725
u 6847 9773
q 6838 9455
u 1904 1414
u 4374 4817
u 7415 7127
u 4244 2704
u 2925 2079
u 4157 9844
q 9420 9106
u 6687 1543
u 9551 3540
u 2006 1334
u 88 9184
u 2544 8464
u 2306 8593
u 4402 8689
u 9039 8241
u 3184 7639
u 3443 7098
u 9277 4973
q 3975 8302
u 6417 482
q 2733 6243
q 9128 8087
u 9092 9802
q 6524 4974
q 3077 9109
u 3338 6277
u 3779 217
u 4752 5734
u 2280 1779
q 3212 3709
u 531 3327
u 6477 8099
u 72 9969
u 9209 7823
q 6825 7153
u 5319 5054
u 7812 7895
q 584 7302
u 9071 3075
q 6391 2351
u 5275 3103
u 1850 1281
u 9335 9592
u 8821 8954
u 2474 6050
u 69 4728
u 5261 3926
u 423 6722
q 2265 4589
u 9868 7242
u 5950 7752
u 9895 1606
u 8646 2557
u 5022 1804
q 4300 8878
u 9955 4900
u 5963 8251
u 964 7172
u 2411 194
u 3016 3657
u 6996 9544
u 1731 1154
u 651 1333
u 6268 9923
u 3645 9704
u 1577 4352
u 6307 4801
u 3137 4652
u 3437 5006
u 8880 2562
u 9107 4579
q 747 3812
u 790 9523
u 4754 5653
u 5708 3844
q 4263 1087
q 4977 9546
u 6545 7625
q 6572 6670
u 5140 9634
u 4692 545
u 2444 5453
u 8563 3116
u 41 1409
u 1001 3127
u 5775 3179
u 5564 2939
u 1487 7505
u 6152 1095
u 4686 3681
u 9475 2951
q 6578 1230
u 169 7469
u 5022 1202
u 8053 7597
u 5044 2757
q 7685 9960
u 2167 7935
u 5781 6565
q 3378 7122
q 5252 3649
u 5526 9258
u 1482 3630
u 9536 6721
u 551 5574
u 2470 3378
u 1614 6315
u 4275 4343
q 3887 1638
u 6198 9942
u 9637 9953
u 4365 8306
u 1232 9931
u 1933 960
u 9919 9409
u 935 3476
q 2852 5072
u 4800 6259
q 5963 1372
u 8389 4996
q 4640 3554
u 6098 2034
u 1716 5379
u 4402 1002
u 7158 7291
u 7669 372
q 5478 5742
u 9877 904
u 2371 6440
u 2712 9454
u 7401 2836
u 9279 696
u 2903 5831
u 8025 4500
u 7520 3940
u 4205 8237
u 9600 3232
u 2642 6691
u 187 5830
u 2594 7092
u 7285 2979
u 6031 9729
u 7727 9352
q 7803 4414
u 651 6824
u 3397 8769
u 5296 7926
q 9400 5886
u 6404 8284
u 1580 834
u 3814 257
u 5137 6266
u 6914 5981
u 6112 7273
u 3090 842
u 4764 103
u 5116 4208
u 7597 4984
u 8587 4292
u 9890 3274
q 822 5450
u 7104 5711
u 7428 3592
u 9054 5899
u 8252 7269
q 8660 5675
u 4742 3602
q 3426 4465
u 4601 2951
u 5590 4018
u 1972 3454
u 7496 6469
u 4532 9825
u 4825 5956
u 9402 3670
u 20 8078
u 5245 8006
u 155 8603
u 8264 2263
u 9497 1077
u 8479 7050
u 64 5770
u 7726 1495
q 1186 7485
u 4174 6971
u 5968 7714
u 4137 7704
u 2266 9401
u 2548 4491
u 5527 6244
u 3441 670
u 6355 447
u 1205 1797
u 7197 332
u 3834 9485
u 2615 9005
q 2806 8607
u 1989 5013
u 5742 4763
u 2615 3675
u 6364 940
u 4928 2879
q 4880 1980
u 8244 9592
u 6597 3641
u 6182 9451
u 2697 3559
q 7154 8703
u 2726 709
u 4154 5744
u 369 62
u 1457 4796
u 3997 1274
u 1742 570
u 9846 8796
u 5139 6967
u 2294 16
u 3923 3014
u 387 5561
q 6518 2309
u 9862 6294
u 7981 1411
u 5985 3659
u 9412 1684
u 1397 712
u 860 7431
u 3533 4877
u 984 1159
u 4213 302
u 5265 6776
u 9611 487
u 2252 7606
u 9745 3537
u 1164 2602
q 8929 6300
u 2456 9039
u 3322 9783
u 4897 5708
u 6063 490
u 6941 6617
q 7809 6667
u 5795 4099
u 3506 3670
u 7985 7588
u 6957 7287
u 3009 3298
u 1946 3871
u 3175 2857
u 5584 2124
u 6870 2130
u 5136 3813
u 6488 816
u 9700 2757
q 7445 5313
u 2856 4658
q 9785 4496
u 7530 1674
u 9453 9249
u 5720 6129
u 1121 2118
u 8013 3100
u 8012 6601
u 3818 5120
u 1757 126
u 8602 9626
u 9763 6708
u 8377 5208
u 2406 5901
u 6965 8904
q 2321 3209
u 5595 1544
u 4564 5277
u 9340 332
u 5641 9017
u 5994 728
u 2393 9296
q 1906 5475
q 4272 1448
q 9716 2741
u 6074 6187
u 2916 6054
q 7572 9902
u 2827 7329
u 6892 7026
u 9581 8123
u 5631 3850
u 64 6336
q 9622 714
q 9469 8998
u 5229 8665
u 7902 2917
u 9725 6574
u 4806 4690
u 8623 6845
u 5732 7537
q 3722 4823
u 6369 4371
q 9074 4363
u 219 2658
u 2775 1318
u 405 77
q 1994 4276
u 8321 4911
u 8209 7450
u 550 8598
u 4694 130
u 1732 9467
u 8994 2869
u 5472 8542
u 8206 6172
u 8101 7984
u 657 3233
u 7967 1969
u 6497 3081
u 5494 1362
u 4958 300
u 974 2180
u 5856 9539
u 6435 383
u 2163 4422
u 6162 8845
u 2657 2524
u 541 9292
u 8249 9899
u 9083 4362
u 5963 9211
q 3565 4429
u 9608 6893
q 5337 3926
u 3899 46
u 6087 2072
u 7037 2657
u 1900 9074
u 8840 5376
u 351 4626
u 7576 9233
u 4421 3670
u 2362 8
q 9407 2788
u 4797 2404
u 4052 3814
u 9320 2230
q 5105 202
u 6235 1684
u 7714 1087
u 652 7205
u 3647 1269
q 2233 5100
u 307 3608
u 3361 8162
u 7688 2263
u 4636 8239
u 6731 5979
u 6900 1226
u 2242 9597
u 4178 5126
u 6622 8740
u 1788 2152
u 1877 5995
u 3 9938
u 9120 3839
u 5563 5924
u 3021 6147
u 5852 2124
u 626 3570
u 8074 9318
u 3107 3752
u 1977 327
u 6335 123
u 4380 1554
q 7340 413
u 5432 1788
u 8569 3904
q 5105 3487
u 6594 7891
u 2944 118
u 8955 5673
u 145 4221
u 6 8703
u 1192 2470
u 6430 4337
u 1482 5500
u 6130 7145
u 6990 4357
u 9401 4406
u 6580 7706
q 7747 7254
u 961 7378
u 9650 5519
u 4205 1897
u 6142 5301
u 3900 1614
u 1922 88
u 7218 619
u 8542 3112
u 2332 5471
q 1395 4796
u 9600 389
u 7987 4907
u 7092 1859
u 1014 7960
u 4087 3698
u 5442 83
q 3921 9933
q 6704 9164
u 3131 1402
u 4701 5535
u 5374 6431
u 5128 5775
u 6341 7864
u 2532 4776
u 2062 2303
u 4419 299
u 7919 9416
u 3494 1470
u 1004 7483
u 9957 2757
q 5010 1055
q 5636 3725
q 8060 61
u 2549 4335
u 9344 3918
q 353 1969
u 8497 3218
q 6846 7727
u 9698 819
u 698 7315
u 7283 833
q 6979 2727
u 9010 4967
u 2913 9789
u 7380 4954
q 2369 7503
u 865 7234
u 8141 3730
u 5302 1361
u 3006 6679
q 4016 4164
u 2924 6516
u 7831 4776
u 6968 5117
u 4858 6061
u 650 6302
u 7094 7726
u 3983 4852
u 4605 9320
u 938 2229
u 6694 9952
u 4471 1823
u 5043 2961
q 876 6208
q 6961 4845
u 5924 9493
q 2529 1951
u 6994 7662
u 3829 1999
u 1869 6946
u 5578 3829
u 1529 147
u 9681 2168
u 8396 6408
u 8935 3682
u 4504 1778
u 8269 7901
u 1144 9961
u 439 8808
u 473 5397
u 3330 570
u 3412 2917
q 4630 7139
u 9673 9906
u 206 4574
q 5094 8066
u 7518 7391
u 7222 2238
u 8755 8163
u 52 4702
q 9314 4487
u 8323 3170
u 5332 9023
u 935 7362
q 1555 3964
u 7569 7150
u 1837 8896
u 9344 1355
u 2479 3396
u 5303 9469
q 9049 8550
u 1524 404
u 6454 5619
u 9428 8034
u 5407 3626
u 8896 6040
q 5562 2270
u 2803 9756
u 4999 6786
u 7789 9032
u 613 8995
u 9335 8790
u 1916 7022
u 4074 5223
u 8512 1157
u 3456 4912
u 5543 7300
q 1056 1781
u 1807 7426
u 4173 643
u 2383 4439
u 8544 1535
u 2787 9191
u 5670 590
u 7820 890
q 9551 5315
u 3602 6791
u 316 9756
u 7669 6206
q 6213 888
u 2530 7583
q 1342 2776
u 6001 3259
u 7550 9330
u 2924 6350
u 1422 1840
u 6434 135
u 7955 2823
u 7916 7232
q 8284 5419
u 2570 6384
q 6448 4649
u 1706 7513
u 5911 3200
u 2601 4507
u 7118 4952
u 2271 162
u 9044 6740
u 328 7284
u 7758 937
u 6636 5753
u 1317 1655
u 987 4216
u 722 4885
u 7447 5691
u 3270 5275
u 5795 8236
u 3755 4137
q 223 5467
u 1254 7108
u 8042 7258
q 3786 3887
q 7050 4339
u 9329 2740
u 8564 8743
u 3595 1547
u 6914 7994
u 5590 1031
u 8407 5910
q 4152 6791
q 5633 7725
u 1186 8188
u 8605 782
u 6774 3069
u 7206 4911
u 5708 6581
u 7520 6387
u 5711 649
q 2649 1536
u 6747 1816
u 5958 9150
u 3067 1956
q 5106 4690
u 6516 1661
u 7686 9050
u 7580 5294
u 9665 2024
u 4322 2367
u 5496 2074
u 7668 8714
u 7070 1685
u 119 95
u 3281 3521
u 990 1597
u 5883 3041
q 4594 5991
u 8714 8532
u 8087 9105
u 5301 9444
q 9663 1566
u 2520 5568
u 3409 6721
u 1371 3775
u 5395 8953
u 2204 8242
u 3990 2607
u 4662 5363
u 5477 5887
u 4554 6641
u 777 2153
u 9315 3424
q 362 1171
u 6710 8634
u 7316 7662
u 6223 7095
q 1514 3660
q 5360 5921
q 7930 8182
q 35 8721
u 3712 8650
u 4298 9293
u 629 8051
u 4427 7334
u 2711 2355
u 641 1668
u 123 6706
u 3667 4166
u 255 3642
u 1626 5183
u 2989 3402
u 6925 5935
u 4341 928
u 653 159
u 8386 1767
u 217 8009
u 8802 7577
u 6807 8566
q 690 1326
u 9946 797
q 4377 46
q 8898 9592
u 5624 6044
u 3768 9606
u 3445 513
u 9107 6866
u 618 5357
u 2599 553
q 7598 3534
u 1617 5133
u 3341 5036
u 9324 8853
u 5226 1537
u 7285 6766
u 5279 1030
q 1542 3102
u 7130 9763
u 9926 4477
u 7507 7608
u 537 4554
u 8668 2055
u 7948 5185
u 5927 5730
u 3690 9327
u 6767 5389
u 9030 9141
u 3053 3560
q 3501 7565
u 7473 999
u 7871 7705
u 6733 3141
u 3626 3384
u 7306 1709
u 7559 6353
u 3278 9482
u 1577 503
q 1908 7471
u 7980 318
u 5332 6232
u 3146 7243
u 4016 4940
u 3562 4419
u 5882 3039
u 7800 8202
u 5021 7596
u 5162 6333
q 4938 5598
u 6229 9860
u 2362 6635
u 4599 5479
u 8720 5829
u 7902 1875
u 5821 8271
u 8846 7405
u 3272 5685
u 6953 4033
q 3506 991
u 8770 9517
u 9911 6871
u 2452 1659
u 5200 7242
q 3823 5988
u 5033 8505
u 8530 44
u 1691 7757
q 1201 7443
u 5104 5534
u 4658 3544
u 9818 1149
u 3953 2359
u 4785 2225
u 3130 5686
u 8931 5286
u 5296 3022
q 7180 6546
u 2747 6782
u 339 2572
q 1353 4761
u 7769 2309
u 834 6949
u 7138 9882
u 9832 7580
u 5058 2358
u 7754 946
u 3235 8684
u 6886 2075
u 2719 1288
u 8884 2724
u 4428 6564
u 6310 4230
q 1888 8686
u 730 1683
u 9756 6242
q 4824 954
u 9178 7125
u 5953 125
u 4819 7972
u 5314 8126
u 8055 2030
u 3160 1130
q 5372 9916
u 2695 8500
u 3696 4974
q 103 5911
u 468 6947
u 5140 7231
u 498 967
u 498 3422
u 7086 1570
q 1080 2076
q 9992 4720
u 5570 9637
u 9248 101
u 7036 6941
u 9008 614
u 3240 5431
q 4281 7347
u 1838 6308
u 8537 7945
q 4965 8929
u 2346 2368
u 6130 4604
q 2908 2335
q 5117 7220
u 7952 7187
u 9341 2377
u 5230 3032
u 2957 5916
u 4076 3709
u 7799 5136
u 101 4763
q 1907 7519
u 2069 1553
q 4216 3499
u 1272 2061
u 9196 8450
u 4176 6169
u 1799 800
u 9527 8599
q 5861 3191
u 6985 3404
u 8812 6167
u 3870 8534
u 9703 4385
u 2995 2883
q 7380 9929
u 5732 3713
u 7797 2417
u 4495 2461
q 6222 7377
u 5986 4411
u 385 293
q 594 5078
u 7343 748
u 2022 973
q 193 4009
u 9411 827
u 4127 6012
u 1297 6685
u 2487 4770
u 1990 5520
u 5981 59
u 7082 1503
u 8407 582
u 7987 8108
u 5182 8707
u 7536 3754
u 5874 9775
u 1927 3921
u 7244 4369
u 5398 5427
u 2223 1322
u 4190 6879
u 3322 3175
u 60 3360
q 8469 5164
u 7297 5205
u 2325 6164
u 2222 3459
u 6354 2468
q 6838 6028
u 7452 4881
u 9579 4255
u 926 6786
u 9189 8914
u 4608 3148
u 7114 1117
q 5967 8835
u 5946 1447
u 4494 329
u 3059 3565
u 4211 4626
u 9149 5449
u 1328 3513
u 2369 3104
u 8502 8580
u 4829 8107
u 8848 4525
q 2498 7349
u 7799 9638
u 1967 5968
u 2648 412
u 6082 977
u 8774 2459
q 2913 5036
u 1838 5974
u 1255 9361
u 12 5830
q 6853 418
u 8362 4511
q 8163 5659
u 6556 2828
u 6589 2807
u 9020 3285
u 4112 3941
u 6082 1099
q 1110 5653
u 8960 9438
u 5282 6989
u 6314 9460
u 6493 6898
u 4674 7111
q 9044 686
u 3592 3441
u 7616 8407
u 5927 2463
u 8911 6805
u 2986 5203
u 8015 7461
u 5591 3867
u 7210 757
u 1078 1545
u 2521 8064
u 1599 3877
u 7254 7409
q 2826 8009
u 4070 5123
u 5983 2865
q 2337 79
u 7530 7945
u 602 1548
u 6651 9804
q 9452 8591
u 8221 1407
u 847 8952
u 7476 6502
u 4182 5793
u 8746 5214
q 9360 584
u 3279 9476
u 2003 1608
u 3021 2113
q 5397 1017
u 9202 7625
u 221 2327
u 7729 1599
u 2914 2501
u 3373 8455
u 5930 391
q 4317 1082
u 1110 5873
u 5080 4690
u 5007 5543
u 4823 9506
q 1948 7144
u 9745 5822
u 1518 4025
u 415 552
q 8323 1761
q 3033 7394
u 7575 7291
u 3501 4957
q 8371 1205
q 6250 5694
u 1715 6757
u 3873 7288
q 6454 7695
u 5294 3682
u 3800 5127
u 8079 1830
u 6807 2590
u 5705 9301
u 7855 3444
u 7428 715
u 3687 2990
u 593 1193
u 4823 6810
q 186 4597
u 1478 564
u 9998 1114
u 3098 1449
u 7018 4676
u 5981 7264
u 7959 255
u 9068 5628
u 8657 7171
u 6645 3989
u 5055 8968
u 4732 1299
u 3843 8205
u 9101 7701
u 5463 5691
u 1556 7208
u 2518 9819
u 3933 3514
u 5727 8372
u 8037 7915
q 8541 7737
u 4679 8451
q 3318 647
u 8638 4946
u 1229 2406
u 1138 3923
u 9101 6996
u 9131 6445
u 9300 9182
u 6273 4404
u 5959 8049
q 3183 1008
u 8982 4087
u 6114 6280
u 9258 5048
u 118 7553
u 7238 7698
u 5423 5418
u 2448 587
u 4071 4781
u 2823 1354
u 2727 7875
u 4164 9725
u 167 8263
u 4701 1303
u 5421 7717
u 7081 2859
q 2815 702
u 5732 7262
u 8163 3998
u 7575 6762
u 5993 9783
u 3235 914
u 2277 1868
u 7261 2312
u 6395 6561
u 8189 5366
u 6072 960
u 231 1640
u 360 6651
q 3107 5908
u 3265 5031
u 9484 2821
u 8854 8264
u 5373 4662
u 3568 3248
q 8148 7666
u 4926 8122
u 598 9516
q 5379 6221
u 6983 4565
u 4208 1946
u 9364 4144
u 7328 2988
u 5337 7198
u 7422 1173
u 3200 2617
u 6673 6258
u 632 4951
u 1676 1390
u 9762 8878
u 245 5094
u 6162 9351
u 4757 6667
u 3487 1738
u 6588 9236
u 9955 524
u 6901 8474
u 9715 2783
u 1495 6143
u 1840 8931
u 2107 2297
u 5064 6508
u 9645 2675
u 5588 4170
u 5587 5521
u 204 1058
q 1435 8453
u 3402 9616
q 9732 2115
q 8568 9572
u 1262 639
q 3654 1581
q 8111 6941
u 7748 5200
u 8327 2863
u 939 1411
u 2999 5210
u 3190 4240
u 8920 5112
u 8145 2662
u 5276 1582
q 3298 628
u 6217 2770
u 4535 4254
u 2517 6809
u 5951 5504
q 551 7472
u 3142 8110
q 826 1099
u 6076 5118
u 4318 7521
u 5772 8501
u 7200 1767
u 9130 9283
u 736 5503
u 6834 8787
q 2764 1811
q 3318 324
u 5753 7637
u 6278 1737
u 6682 3698
u 9039 769
u 4026 4777
u 9979 7167
u 5490 571
u 3513 4380
u 5313 3775
u 1288 1335
u 478 4598
u 1319 3192
u 2612 3063
u 1091 4815
u 7538 906
u 7676 7593
u 3310 9706
u 5783 3182
q 7817 1003
q 2222 5981
u 5604 5532
q 7825 4532
u 1217 9316
u 5120 1737
u 6495 1395
u 3626 7764
u 6133 2995
u 408 7419
u 2799 9692
u 5747 4747
u 7001 6170
u 1366 378
u 6241 1991
u 4251 794
u 458 4664
u 3616 1760
u 7471 1854
u 6602 6011
u 7274 1519
u 9301 2192
q 6848 2830
u 3482 5231
u 7493 7455
u 334 9039
u 6409 6347
u 6097 7594
q 875 5939
u 1191 5418
u 6598 3334
u 5523 1445
u 7550 5972
u 5314 6140
u 2538 4901
u 722 2558
q 5846 523
u 6341 5119
u 427 8856
u 8233 3014
u 6286 1733
u 4965 8340
u 613 161
q 7928 2533
u 9834 189
u 8310 4183
u 5472 7158
u 300 6249
u 4895 6117
u 7494 6458
u 7571 6505
q 9438 7170
q 5947 6973
u 8372 5524
q 5969 854
u 6872 4036
q 5040 9357
u 6258 3283
u 7301 2421
u 5203 1401
u 1227 7146
u 3892 3195
u 6559 1527
u 3496 2527
u 8977 5716
q 6432 8799
q 780 5135
u 7840 5043
u 3274 5588
q 5809 6967
u 2041 8992
u 3866 5066
u 9553 6161
u 4306 2847
u 4623 4553
u 5766 9650
u 1210 8010
u 5284 7145
u 9187 4292
u 506 2628
u 9663 1977
u 4335 5877
u 4542 6435
u 2682 5971
u 8801 4375
u 7913 8083
u 8238 1858
u 302 6648
u 8373 323
q 1216 6177
q 7096 9657
u 3511 1067
u 2479 2929
u 970 3234
u 7861 844
u 6365 4112
u 3300 4207
u 6135 6363
u 9989 7773
u 151 6255
u 701 5404
u 661 2855
u 8975 4446
u 5768 5668
u 19 8306
u 9904 6713
q 7457 3481
u 7160 2371
u 2042 1356
u 6360 2695
u 7545 3418
q 4876 1273
u 1636 4969
u 4893 365
u 5173 4091
u 2962 233
u 456 1902
u 4204 2058
u 4955 6348
u 3498 4269
u 2112 5792
u 3077 3239
u 5526 2907
u 959 6172
u 2907 6445
q 2818 9161
u 3386 8720
u 8373 6811
u 6137 2186
u 8103 5736
u 8444 766
q 9405 2035
u 4508 9120
u 371 5032
u 336 5055
u 5020 2607
u 5539 9886
u 1148 7978
u 9198 4585
u 6100 4492
u 8104 6641
u 333 5580
u 3425 7076
q 3670 3316
q 3110 9715
u 1859 1768
u 1020 3795
u 1608 7016
u 8203 223
q 7671 7301
u 2453 145
u 5677 8400
q 2866 8469
u 7376 9743
u 3642 2634
u 3001 9
u 1407 7257
q 3613 4906
u 2827 2479
u 8251 8857
q 2016 8046
u 7290 2892
u 3774 2023
u 3498 3000
u 5659 373
u 2382 1643
u 9768 3205
u 2580 5028
u 9073 7101
u 14 2533
u 7410 576
u 4310 8554
u 3242 4243
u 2206 9766
u 8223 8607
q 8105 645
u 7156 2749
u 7542 3000
u 5344 7328
u 1588 848
q 8384 3229
u 0 9599
u 738 8876
u 6046 8670
u 6861 101
u 4190 3070
u 8378 2684
u 8064 990
u 9800 9846
u 3394 551
q 9575 1944
u 7046 8874
q 2842 8494
u 9633 9389
u 4279 6885
u 5620 3782
u 8706 9065
u 2488 3127
u 8286 2581
u 4629 7715
u 600 8088
u 320 5222
u 1355 1298
u 894 6686
u 8734 9428
q 4313 3123
u 683 580
u 2011 5367
u 6222 3814
u 281 3317
u 6921 758
u 2099 3420
u 6707 5192
u 98 8737
u 8451 5763
q 8706 3079
u 6897 7897
u 4693 7557
u 3430 8323
u 295 3381
u 455 9317
q 8606 2973
q 4509 9956
u 173 7768
u 6492 596
q 8364 525
u 8518 1135
u 7342 6270
u 1326 5170
u 4047 4873
u 7890 31
u 539 1589
q 7599 7568
u 9192 7283
q 9843 9726
q 1985 5014
u 9580 4083
u 3245 3999
u 3748 8964
u 3680 1015
u 3952 9123
u 9593 8086
u 1734 4074
q 2636 3021
u 1071 5520
u 6413 4266
u 8883 7318
u 1619 9495
u 8810 2565
q 4059 166
u 9642 9739
q 7662 2387
u 6215 8285
u 4135 5481
u 8726 3543
u 6832 1424
u 9874 4521
q 8764 3515
u 8480 2572
u 4911 6712
u 2529 9780
u 5620 2055
u 603 3591
u 8965 3107
u 579 7438
u 7580 9515
u 1143 394
u 1842 2684
u 4018 1127
u 9164 2197
u 7413 5817
u 2273 1074
q 1043 3384
u 4279 1057
u 5346 421
u 7827 3185
u 2957 2565
