100000 100000
u 6466 9866
u 14645 85843
u 79420 18680
u 23978 36228
u 26496 37233
u 31038 6846
u 78922 61515
u 79396 63187
u 50958 48781
u 97074 33882
u 23409 60628
q 19710 98123
u 99920 15223
u 19765 69145
u 77066 72196
u 93316 85386
q 19235 94379
u 20715 88214
u 94154 88160
u 7112 57588
u 87353 77501
q 62016 58457
q 4037 19134
u 83236 12345
u 58086 91087
u 30806 26510
u 92381 56888
q 15020 47582
q 51424 48630
u 30368 85469
u 15909 54512
q 9302 20019
u 66941 63441
u 82635 66999
u 18725 27379
u 18902 2452
u 27787 73455
u 32451 59998
q 61299 89955
u 93204 47595
u 46669 49655
q 28743 47984
u 43429 36242
u 14123 80870
u 14387 35536
u 25300 7029
u 74522 7822
u 48080 68957
u 80936 6509
u 96901 79492
q 60428 79160
u 67174 94055
u 27481 53214
q 16020 94695
q 76247 15319
u 61804 33011
u 8779 83951
u 5396 49541
u 12853 76639
u 67024 12361
u 47122 76575
u 76385 50114
u 45955 24686
u 33957 99041
u 99455 12927
u 53830 8680
u 5217 21078
u 81967 15038
u 60759 33676
u 23347 49308
u 99176 1534
u 43772 97
u 8498 77336
u 37742 64615
u 78565 72185
u 71046 59492
u 99267 82184
u 71516 68190
u 858 16702
u 72066 37827
q 70329 68694
u 26457 36492
u 54146 13765
u 62616 54677
u 52303 69372
u 20772 34728
u 17202 85079
u 8949 69772
u 4184 75894
q 38265 34662
u 3169 62030
u 8070 45536
u 86395 70062
q 86282 12463
u 91697 24619
u 65035 47121
u 4523 57264
u 66043 82462
u 21463 70485
u 45823 212
q 86293 36230
u 91041 97934
u 92813 80004
u 21181 4487
u 80729 61265
u 62258 237
u 84654 70873
u 36117 25567
u 47314 8620
u 49983 26831
u 32617 83062
u 96574 17874
u 27629 25536
u 35299 66767
u 67394 70239
u 75588 35173
u 67750 32516
u 51147 60458
u 76931 60844
u 39476 56116
u 70497 49290
u 2475 69353
u 11384 71487
q 88505 14074
u 79531 71352
u 834 32396
u 29276 34491
u 33370 42481
u 41183 21490
u 85450 32377
u 61309 33984
u 52965 30796
u 44210 24413
u 6345 28787
u 18190 27226
u 60902 55755
u 66920 25115
u 52545 47237
u 61328 60187
u 5742 39761
u 90368 92571
q 67339 2378
q 47570 99746
q 26482 69041
u 35264 37550
u 13826 24595
u 91235 52312
u 31497 10805
u 33697 69057
u 7417 95311
u 76102 85789
u 83360 80262
u 5558 65990
u 1577 35663
q 20305 83242
u 68011 63250
u 94520 40486
u 91394 3494
q 20339 92999
q 40624 62059
u 48972 71803
u 16673 37005
u 55453 95165
u 54716 99740
u 75623 68740
u 70085 33047
u 20325 85111
u 46674 93002
u 15068 76768
u 88254 97251
u 21554 82307
u 42274 8602
u 93202 93061
u 42314 57468
u 53447 39138
u 50067 11716
u 17683 33044
u 8676 99407
q 50329 88310
u 19575 67025
u 12565 56456
u 55438 67862
u 60548 70512
q 17590 61153
u 40144 72418
u 68668 96108
u 93563 63425
u 6465 40528
q 7152 34222
u 7754 21726
u 65656 33479
q 21282 25824
u 66530 48361
q 3717 24802
q 95900 3703
u 47878 22161
u 87069 30799
u 15664 11935
u 47126 16546
u 49294 94135
u 63864 48791
u 49847 43375
u 71848 82343
u 22506 56980
u 90457 28723
u 74674 31960
u 10368 34323
q 18986 17048
u 72724 53836
u 22367 51675
q 92328 69228
u 79643 57792
u 60397 2214
u 76801 42187
u 3266 59268
u 26739 88121
q 95771 47489
u 74867 45778
u 37933 32371
u 58466 28263
q 65726 67787
u 99914 14790
q 22874 64809
u 1561 40415
u 64016 877
u 11536 42683
u 76482 31945
u 18023 74928
u 92785 59594
u 92986 61046
q 86209 65026
q 7038 5766
u 87021 76139
u 85045 64003
u 15345 50145
q 83231 28204
u 74454 1048
u 79198 41498
u 32566 28176
u 99555 14872
u 86752 93248
u 54884 65636
u 8120 3310
u 3646 48056
u 20325 46833
q 36663 81478
q 7149 34205
u 81897 9060
u 18441 9102
u 5562 31926
u 15674 50690
u 93239 26449
u 89603 86927
u 41011 47193
u 16334 92324
u 16663 28530
q 41449 8660
u 88725 69282
u 62590 2243
u 171 9181
q 97812 65170
u 29230 89671
u 49567 60679
u 74376 79871
u 96628 8397
u 23557 6107
u 34137 126
u 34167 95169
u 44592 59329
u 33388 14308
q 21489 61524
u 56600 35761
u 9815 65901
u 92060 83104
u 13204 78130
u 92573 71905
u 17339 75173
u 58269 88186
u 17143 61610
u 71455 36441
u 92647 92357
u 71539 75132
u 32690 7495
u 51422 76734
u 43448 36214
u 12233 38601
q 62499 83868
q 65992 92016
u 53665 89256
u 5522 15221
u 74563 4023
u 34390 36269
u 89547 59981
u 45197 11739
u 77640 94482
u 86339 59982
u 25224 40563
u 67553 83554
u 66245 91329
u 30932 79473
u 42477 24110
u 70847 89668
q 46911 52546
u 9802 62251
u 875 87287
u 91631 95858
u 83250 61618
u 58214 13198
q 70223 49919
u 55578 35477
u 3359 30706
u 97948 64826
q 25666 38851
u 49048 35223
u 911 9928
u 52387 86220
u 97368 67909
u 75070 62699
u 59862 2651
u 8120 2205
q 29191 8070
u 30602 60985
u 84163 81110
u 74886 96421
u 9521 61412
u 25269 36621
u 11772 69211
u 37725 19972
u 55721 79462
u 28990 99978
u 37960 49404
q 26818 13369
u 79671 85298
u 33469 57190
u 81959 5888
q 8422 83268
u 11724 38273
u 16998 84916
q 71218 80227
u 43054 11692
u 86354 33196
u 63340 77397
u 86149 49750
u 72199 15241
u 65717 52657
u 47519 17219
q 11765 74799
u 73738 14233
u 68379 79721
q 5874 80235
u 44377 98730
u 19590 25756
u 12339 98398
q 88303 16597
u 8803 96037
u 56432 96139
u 82792 61073
u 91831 16241
u 61285 23063
u 50885 20069
u 9102 47119
u 84413 77072
u 72462 24111
u 71289 5342
u 83113 15456
q 63758 61082
u 99428 2541
u 1007 20884
u 7422 90389
u 78150 94333
q 38545 53750
u 847 98027
u 64476 50293
u 36852 62899
u 97521 31595
u 55549 54087
u 44108 85434
u 34135 6016
u 69022 81110
q 1433 45269
q 60569 23743
u 98385 31228
q 42662 26659
q 35441 37252
u 4321 52072
u 87685 23683
u 49720 74405
u 73939 2373
u 62237 94664
u 7876 73943
u 88367 47138
u 16200 49737
u 1768 29465
u 26480 83403
u 76420 17294
u 90174 79401
u 77556 95432
u 87880 15839
u 188 56704
u 61247 97487
q 9313 17047
u 12685 77937
u 74615 3055
u 27558 54843
u 83477 39057
u 79601 40887
u 80599 71788
u 50541 45547
u 8396 74472
q 88137 6786
q 13322 76370
q 88702 86635
u 20659 14836
u 60814 57962
u 88397 51088
u 56933 16797
u 2842 49443
u 84569 44639
u 82828 31355
u 13523 55276
u 18151 20325
u 3873 21229
u 74576 28824
u 70307 19777
u 314 47509
q 61940 6604
u 90404 3274
q 47723 71160
u 30906 21601
u 79592 87077
u 31923 90260
u 37196 25137
u 78789 17237
u 33556 19211
u 60964 60069
u 87932 61838
u 65001 8486
u 51561 80762
u 98707 11625
u 99389 77171
u 16577 50741
u 65035 77162
u 30536 63497
u 21041 8864
q 88640 38720
q 72979 51784
u 31659 33361
u 72286 16936
u 52835 66333
q 50164 64126
u 46919 75694
u 72853 35321
u 27375 56455
u 787 47885
u 11033 40395
u 79805 70953
u 73953 25850
u 26938 57339
u 40185 38473
u 68227 51473
u 34149 39293
u 95436 96278
u 60759 9904
u 6217 91196
u 72087 55774
u 26375 39957
u 21345 55241
u 20635 58833
u 93559 92047
u 54659 23661
u 56308 86794
u 44778 11838
u 64909 85841
u 47991 25190
u 54983 87374
u 40183 89382
u 63595 48369
u 93477 47645
u 65769 27575
u 17317 54147
u 2858 70140
u 96331 28965
u 53231 15967
u 24804 34794
u 32660 92193
u 28459 3403
u 94215 13314
u 76535 7763
u 64358 48485
u 14070 10382
u 60100 36567
q 19214 52326
u 1527 75541
q 16021 10964
u 11187 81856
u 87139 58961
u 8158 41979
u 18531 1719
u 28334 54578
u 17048 82237
q 13931 54597
u 61855 75879
u 38967 49533
u 63722 71914
u 5142 22996
u 15270 95248
u 87883 92609
u 82058 72470
u 19245 85896
u 95435 56566
u 77395 81128
u 89597 79426
u 43362 90945
u 43491 87088
u 54528 86293
u 90241 15033
q 18928 10725
u 76579 38658
u 87468 61834
u 84484 88219
u 30760 4188
u 6937 68007
u 44518 31597
u 55220 85573
u 84663 83916
u 45252 35390
u 83310 62534
u 78457 72996
u 65882 75136
u 87684 1664
u 5000 24875
u 43011 82231
u 15518 6720
q 53142 84338
q 48631 52651
u 7137 51265
q 73498 9654
u 71978 36770
u 84993 63945
u 3930 56593
u 13340 70379
u 71901 51000
u 98218 47626
u 78813 92581
q 56673 41354
u 57676 54181
u 3818 10233
u 70309 75290
u 81919 59885
q 57995 9305
q 27794 9323
u 40986 69487
u 24231 75259
q 2239 99875
q 3574 82589
u 81195 87607
u 98810 13605
u 61603 2044
u 29957 62654
q 18263 41065
u 68999 38438
u 26569 56220
q 42551 3893
u 61651 45683
u 15009 82314
u 52142 30247
u 65829 3881
u 87034 15248
q 9849 27769
u 67491 63998
u 76553 36852
u 41619 25939
u 70895 79448
u 9453 22149
u 620 93605
u 83281 92356
u 60084 76556
u 32737 71347
u 47329 45456
q 34530 51855
u 55867 44346
u 24635 88339
u 33588 97908
u 61735 27374
u 75516 44062
u 93628 57565
u 75491 73733
q 71415 66178
u 77155 37959
u 37183 40100
u 83325 31467
u 94854 25948
u 45207 98157
u 23585 60061
u 43729 25898
u 64125 64524
u 74817 97859
u 45676 24980
u 89475 60939
u 9028 84807
u 95283 24670
u 67201 7464
u 47086 97627
u 93177 41366
u 56078 89461
q 94086 91945
u 82214 59488
u 99933 53174
u 50378 61927
q 96875 74312
u 51221 69782
u 1268 41785
u 8441 31840
u 71540 57985
u 10272 47857
u 91859 66873
u 62319 22918
u 91351 10393
q 84007 41407
u 80208 11131
u 60638 53575
u 39076 60282
u 51560 37186
u 12802 84388
q 10013 61640
u 83667 51937
u 80248 78426
q 48298 68410
q 44389 16839
u 92308 68981
u 48437 3093
q 38604 6017
u 49059 10151
u 80391 52813
u 60918 89954
u 97054 40231
u 2222 16441
u 10048 62118
u 64964 89615
u 76629 95208
u 32226 4155
u 43392 58849
u 84994 14186
u 52360 41305
u 65982 87967
u 93587 40060
u 84446 59443
u 36431 64343
u 4568 46147
u 39763 96694
u 97272 43201
u 91533 1551
u 36181 41714
u 48779 93754
u 7372 49838
q 63597 79080
u 12205 61988
u 42365 67124
q 49002 56525
u 99272 26645
q 94118 32705
u 69855 85078
u 88061 50775
u 14638 27870
u 62008 92093
u 63049 87440
u 79559 82279
u 19111 37072
u 96789 65761
q 62826 15940
u 84771 70841
q 59347 38616
q 38426 84411
q 51436 58220
u 4274 4245
u 66425 86833
u 97272 93352
u 3102 88934
u 55134 23088
q 39839 31503
u 55842 85131
u 72320 27053
u 82281 60372
u 83363 76476
q 69079 30758
u 50021 18343
q 72879 39603
q 95446 30672
u 88178 76013
u 18438 68993
u 10980 72325
u 82380 20748
q 53798 12293
u 93255 97811
u 54140 78291
u 25985 74537
u 28580 78100
u 41920 1062
u 70980 13442
u 5815 93484
u 6156 92469
u 17597 45397
q 65948 13213
u 64430 95458
u 68678 35814
u 6961 92355
u 28028 52653
u 2226 90727
u 32698 98088
u 55859 56698
u 14575 148
u 10014 14466
q 47039 85769
u 44197 96638
u 84620 81642
u 85809 25498
q 81535 38420
q 93178 76919
u 12623 46431
u 2413 26541
u 84656 52001
u 68684 19149
u 30977 26727
u 22845 20419
q 73830 20896
u 70734 74025
u 38795 2162
u 48004 13381
u 47615 88941
u 65439 75488
u 12099 49030
u 82156 37933
u 57885 83847
q 30721 15839
u 81667 35721
u 32042 77921
u 25219 59562
u 80001 49235
u 39026 6580
q 85507 47376
u 62227 61914
u 77976 23417
u 75636 17668
u 23951 47163
q 76495 22636
u 4992 31142
u 40555 80191
u 34187 6239
u 38688 92723
q 77051 10944
u 3125 354
u 66183 63278
q 1744 72887
u 4507 9418
u 57588 37319
u 67909 69756
u 98858 97568
u 38198 90021
u 78447 34850
u 51924 44072
u 40526 47224
u 98192 56206
u 68126 95187
q 80271 13975
q 79447 27218
u 98191 44451
q 8595 77409
u 6478 6639
u 48351 10532
u 3421 79105
u 85413 48103
u 6954 56211
u 77321 29298
u 60287 22880
u 75938 23794
u 43347 19746
u 78843 17811
u 6432 27746
u 25887 59188
u 71589 6064
u 29386 96262
u 13698 88043
u 95366 92587
q 58914 49411
u 33112 16801
q 13784 66366
u 21194 14287
q 85226 67137
u 83701 71147
u 59356 75782
q 22305 5364
q 97304 53389
u 91812 97098
u 40730 60848
u 89123 11379
q 25951 73738
u 66243 38884
u 88061 74214
u 21297 14141
u 89778 13239
u 69762 99942
u 38642 52684
u 68068 7140
u 77776 65798
u 69976 93351
u 62513 92911
u 27356 30018
q 55618 35668
q 9602 7489
u 15492 8417
u 54806 93148
u 38759 75434
q 54914 82120
u 16785 68418
u 86171 50237
u 29324 54536
u 35356 22118
u 72613 64099
u 36896 69950
u 52054 95411
q 4330 54807
u 87490 33781
q 30282 14941
u 16414 7203
u 25937 95260
q 19881 37254
u 20196 37703
u 80723 82721
u 69486 18084
u 20040 34888
u 61593 52056
u 5875 55885
u 84572 36431
u 3094 73565
u 36430 83835
u 47499 73613
u 35971 37492
q 25489 73904
u 49745 24714
u 67051 46133
u 11208 17305
u 3739 85205
u 49994 56324
u 99325 38845
u 91452 51527
u 71637 20900
q 28728 84658
q 25920 75524
q 94060 83450
u 98596 49853
u 14878 69852
u 2242 88763
u 51591 66028
u 64383 95673
u 92701 21862
u 15444 56442
u 69344 74989
u 76529 46206
u 58345 53733
u 9467 79492
u 35376 98214
u 97470 33500
u 66056 88303
u 30157 49581
u 28274 98367
u 50276 32931
u 18438 75338
q 40839 60270
q 88679 3356
q 6728 59469
q 44597 53898
q 1101 73881
q 7351 72794
q 73895 95851
u 50481 99356
q 21893 91525
q 87625 27037
u 25263 70245
u 47439 51144
u 35355 45974
u 82149 95746
u 95624 84448
u 43141 77004
q 44472 11176
u 63666 37063
u 32692 90681
u 73466 29097
q 16539 41126
u 78472 15362
u 74720 64132
q 55066 44425
u 2359 24497
u 36727 1049
q 55990 74947
q 72565 34113
u 27408 46657
u 68003 75836
u 46599 37617
u 33321 11445
u 74594 32830
u 79437 96102
u 81178 25159
u 65625 39548
u 89383 92615
u 92686 92710
u 94564 60012
u 3814 5722
u 2141 75685
u 56621 94208
q 77899 22890
q 77023 44672
u 11733 85315
q 59880 14503
u 83684 72564
u 39578 14339
u 78589 15657
u 14435 57749
u 84809 11725
u 60880 78010
u 74969 37868
u 28349 69514
q 74146 82963
q 48103 76247
u 84502 85314
q 41554 75455
q 37159 46295
u 45896 20647
u 64163 55466
u 67283 64343
q 53171 86628
u 26141 73786
u 92114 92490
u 60009 11505
u 85594 28038
q 12140 84170
u 25934 50263
u 38793 77350
u 39574 57583
u 85566 14588
u 50613 57116
u 66286 65930
u 81931 9442
q 95832 6621
u 58594 63061
q 74257 15263
q 82424 72045
u 94841 81952
u 59991 17015
u 60296 47947
u 62950 6442
q 40993 61263
u 43995 45672
q 69971 4096
u 94713 97758
q 2913 17004
u 18714 41188
q 56420 88133
u 6152 39441
u 51607 41469
u 81410 82904
u 24960 78804
u 32460 38346
q 52614 9679
u 36897 89714
u 4955 40455
u 51366 39429
u 22783 45142
u 10316 61144
u 2128 73468
q 35007 12029
u 9039 83206
u 49927 95957
q 47192 24743
u 64136 8589
u 90070 73729
q 51724 99951
u 74010 22845
u 19982 49819
u 56139 765
u 90313 79157
q 63877 86370
u 21094 38012
u 26422 55226
u 54259 7742
u 72377 22627
q 26566 40808
q 54223 31970
u 65905 57790
u 50595 96338
q 61111 94271
u 88130 86436
u 24059 85024
q 74437 30875
u 32251 57937
u 94457 56344
u 61914 58294
u 52429 58671
u 39233 10081
q 87081 86485
q 43780 42003
u 14783 58370
u 5244 50305
u 4762 10250
q 93542 58754
u 2742 30404
u 30297 95982
q 94721 22648
u 72756 22737
u 11896 59568
u 78879 69029
u 95744 10790
q 30600 58705
u 46206 1399
u 5195 60033
u 54018 28555
u 17745 17942
u 15236 45787
q 72173 11098
u 96693 59629
u 4337 16285
u 72063 92132
u 48702 27461
u 46610 33942
u 42325 58535
u 96404 2209
q 45859 87402
q 24999 33974
u 89391 22642
u 64921 49915
u 85792 22233
u 48259 6924
u 83839 48001
q 87437 51075
q 99228 94672
q 88164 56512
u 71783 34139
u 48688 97855
u 59966 92694
u 49057 22268
u 6492 55899
q 7022 49237
u 73463 76757
u 8315 54102
u 40638 73714
u 42237 19570
u 32571 95922
u 376 34929
u 4487 12486
q 19507 19322
u 24735 93478
u 36502 57524
q 42687 23148
u 78277 68515
u 75497 53666
u 22751 7146
u 74760 30145
u 62146 9609
u 85116 38039
q 3960 34450
u 91859 39393
u 45537 84153
u 74582 84632
q 261 76581
u 63206 73672
u 35335 5799
u 4554 38683
u 23074 56429
q 70971 57981
q 96210 50227
u 31281 287
u 19899 25261
u 16537 73665
u 66149 13648
q 98424 10548
u 15623 12449
u 13291 64371
u 28988 99418
q 23882 5535
u 80610 21009
u 82281 89363
u 22302 32932
u 36204 26910
u 29840 8900
u 35251 67082
u 97356 83423
u 45351 77327
q 97251 4369
u 33053 3324
u 45874 58780
u 26601 64007
u 55062 84067
u 55321 85947
u 55534 81275
u 4214 50845
u 52580 10829
u 61308 57652
u 39252 47765
u 39456 546
u 94101 69654
q 89386 29841
u 36037 2429
q 1482 53426
u 97503 12343
u 48632 24797
u 43546 41443
u 61233 22751
u 19683 32292
u 76666 34248
u 75634 43501
u 53432 22999
u 66989 33077
u 95517 62782
u 75830 32760
u 52466 21722
u 50544 96844
u 63685 77179
u 52477 61976
u 4824 66813
u 1159 60251
u 42278 7915
u 34327 93360
q 48162 39996
u 63441 42901
u 49951 13074
u 379 1384
u 54425 74442
u 54257 91598
u 47034 36863
u 16710 9904
u 49217 44144
u 42674 6066
u 20060 1807
u 61050 76888
u 82212 14444
q 23409 57393
u 11122 21132
u 13975 46270
u 2499 35426
u 41275 73921
u 66406 21811
u 90262 43895
u 86832 91329
u 30390 14736
u 16447 75416
u 9964 68817
q 29050 92918
u 2947 57227
u 62398 86724
u 12343 98273
u 66498 40956
u 92219 8113
u 56335 29583
u 38595 39489
q 84848 28147
u 12612 60442
u 87578 15265
q 88376 71936
u 50414 77984
q 97029 84832
u 96727 82714
q 54461 24857
q 25189 72013
u 97464 92619
u 86139 91551
q 85884 44258
u 46151 85742
u 28261 65138
u 11037 32318
q 54096 80322
u 63118 10022
u 78089 5340
u 76036 83208
u 65991 46632
u 46285 6690
u 39255 65082
u 77168 17503
u 84989 91451
q 19963 23290
u 13201 32570
u 8472 71406
u 2088 9734
u 85359 93870
u 17477 89995
u 80085 87270
u 12425 82142
u 74136 60532
u 5947 66594
u 54276 67461
u 75676 76192
u 57357 80120
q 41846 10115
u 20158 95061
u 58532 5529
u 46203 65189
q 92914 6898
u 99 49580
q 52537 8618
u 59431 19639
u 42121 75343
u 14427 32394
u 66774 31386
u 91794 91640
u 8258 82262
q 69043 68453
u 8078 72392
u 62575 57154
u 52565 55362
u 97366 15099
u 19461 85910
u 52127 64628
u 90006 55554
u 8790 61322
u 18361 45042
u 39049 33538
u 12867 46278
u 22834 46780
u 22863 79477
u 16932 30863
u 26819 35632
u 65884 59571
u 55848 4033
u 5754 19316
u 28440 63911
u 21236 10431
u 4797 93834
u 10534 80018
u 40854 95942
u 83514 43942
u 42101 49089
u 36216 85133
u 19506 10020
u 52264 37131
u 78530 9325
u 18958 8285
u 82345 57524
u 17358 86961
q 16542 80209
u 38251 9327
q 5282 83082
u 19641 32503
u 9026 19614
q 7649 93846
u 9990 68812
q 87215 28450
u 62760 57635
u 97069 62915
q 96951 10104
u 97511 28705
u 40189 98060
q 78390 27581
q 22314 74376
u 70645 78028
u 82649 282
u 76710 9399
u 60866 21335
u 97444 1646
u 99853 14563
u 25226 24942
u 67518 51575
u 54200 98227
u 36306 91635
u 15498 66323
u 22646 58200
u 78310 72791
u 81057 56136
u 70771 56423
q 6301 50312
u 32582 35226
u 39204 82651
u 94777 74844
u 20429 38989
u 12956 11492
u 42018 87949
u 20474 80529
u 62646 75535
u 67355 87428
u 44798 89310
u 2560 11255
u 15052 12813
u 71560 98516
u 94904 36276
u 17775 13666
u 16918 27577
u 25047 23383
u 66308 44263
u 36310 49418
u 82189 72992
u 4349 97357
u 2979 72921
u 23872 70873
u 27897 86405
u 85013 30397
u 24744 94257
q 73397 21577
q 75157 1396
u 43993 94968
u 36841 23273
u 30765 19948
u 3715 24268
q 19784 27934
u 42400 33596
u 39049 39293
u 65982 18203
u 46274 87893
q 50266 60683
q 85773 36151
u 89289 254
u 28291 62671
q 91144 80041
u 51132 98023
u 1466 91158
q 62695 8265
q 30214 38192
u 19625 81143
q 78910 66738
q 27797 55072
u 27543 79600
u 95792 58216
q 7319 80178
u 84873 69398
u 60828 35821
q 29560 10025
u 2236 81192
u 99997 88994
u 28203 51802
u 57083 98234
u 18968 42608
q 13610 91208
u 80406 2657
u 43044 29991
u 71660 32354
q 2322 50240
q 23315 59471
u 29978 59040
u 41543 67311
u 76201 30612
u 65328 76172
u 46849 29283
q 59799 6520
u 32642 71277
u 13303 75309
u 6912 87161
u 79688 96894
u 61456 54654
u 78757 98206
u 68524 57459
u 90267 77805
u 53674 80879
u 27792 83874
q 382 78626
u 33309 62422
u 38544 74361
u 52121 15190
q 28213 53622
q 25685 15721
q 96800 64894
u 29415 37975
u 49526 90373
u 67988 65554
u 22303 77254
u 27186 15603
u 50518 75822
u 67100 29207
u 53677 31292
q 60758 39907
u 56045 54664
u 59312 53174
u 57752 10074
u 35316 58923
u 93508 40182
q 65667 65470
u 22422 14642
u 86987 84666
q 86396 78112
u 81027 95646
u 43938 34671
u 76824 83650
q 27247 35620
u 83413 3485
u 95079 93739
q 48541 96659
u 58263 77993
u 55648 16243
q 38591 41681
q 97781 54411
u 2518 3299
q 46168 56017
u 87106 28241
u 43036 36486
u 10717 40526
u 20482 87482
u 64203 97817
u 79079 91186
q 81343 79978
u 24090 25806
u 99224 76680
u 24894 7722
u 54014 98913
u 60705 21432
q 72153 60311
u 92526 81924
u 82103 32747
q 13432 62560
u 86680 48627
u 15667 59186
u 97546 17765
q 77427 92269
u 16982 90464
u 33977 32956
q 15488 45774
u 78281 44131
u 2709 56268
u 10553 12317
u 29090 12342
u 69300 45259
u 33898 18966
u 83504 12464
u 7623 98010
u 57223 52946
u 72462 36597
u 52937 38879
u 79338 60771
u 7910 54944
u 6954 53392
u 69522 84769
u 30951 15158
u 78201 6747
q 38556 51412
u 99171 47662
u 55269 78097
u 88542 29083
u 13391 95669
u 49734 18895
u 77791 75732
q 4616 12480
q 49753 43926
u 55855 71232
u 59079 20083
u 52644 37579
u 25856 18839
u 85584 36625
u 13804 37353
u 83194 93038
u 29639 49772
q 57316 92850
u 55584 47282
u 10107 80662
u 1369 77673
u 74641 89931
u 76466 80369
u 64765 92013
u 16162 91343
u 51144 96997
u 46408 23730
u 12354 71146
u 52550 40664
u 75561 74108
u 90084 66236
u 34758 18822
q 23992 97749
u 24860 90157
u 48312 49543
u 30595 8818
u 12786 54321
u 21512 50906
u 81597 66076
u 10160 49791
u 13202 17343
u 23147 52841
q 55397 66619
u 85867 24464
q 9046 69991
u 44846 65975
u 35506 14943
u 35962 97006
q 21133 81972
u 95648 21746
u 93480 50600
u 45561 18684
u 18375 80280
u 24977 40057
u 96177 22906
u 25333 17528
u 53448 25503
u 76869 41288
u 61583 55503
q 21990 42958
u 98960 47489
u 91211 86064
u 27587 54560
u 10099 95830
u 57504 21713
u 33162 87150
u 35185 83453
u 59094 73925
u 58734 84045
u 51536 75780
u 17630 33882
u 17730 5239
u 78819 23051
u 34966 14314
u 20085 28070
u 22586 42708
q 10935 17894
q 45213 38441
u 33585 8665
u 50717 8292
q 35332 58121
q 90257 49146
u 55160 23872
u 98719 96234
u 67512 56565
q 12897 70944
u 2537 38359
u 15052 52979
u 34550 33503
u 27923 92074
u 35256 9223
u 17655 72960
u 97115 34490
u 75021 77476
q 14087 67617
u 9480 67921
u 33323 42136
u 58179 72719
u 84607 39504
u 69071 27631
u 19400 53091
u 59894 75689
u 60804 75435
u 26516 27249
u 28710 88084
u 72605 15890
u 35461 94432
u 41280 90396
u 81624 90288
u 3715 21227
q 76231 70111
u 44213 25399
u 38854 27582
u 56528 18762
u 87394 49347
u 50911 52795
u 67781 65898
u 49507 38152
u 80227 51346
u 20333 97834
u 364 27054
q 85286 14138
u 47705 47852
q 87364 91494
u 81306 59401
u 28553 84676
u 63919 97788
u 51399 15094
u 67639 81131
q 47733 33212
u 10999 25193
u 5702 89311
u 90108 88592
u 74011 79321
u 36658 78531
u 10798 94015
u 14752 3063
u 74906 29423
u 5610 67482
q 81053 69570
u 16182 87905
u 25017 43722
q 94984 41391
q 29584 3079
q 68977 6769
u 76245 88826
u 20384 75717
q 64120 40014
u 32389 1703
u 38283 14886
u 509 64994
u 78296 52359
u 42997 40928
u 37270 75075
u 42619 31265
u 81208 18608
u 98882 18820
u 33143 64898
u 70069 40667
u 43225 25812
u 38007 77351
u 11604 95865
u 5556 19147
u 97637 32374
u 12215 83896
u 9064 38207
u 31223 83005
q 28570 5376
u 31215 44085
q 29974 64255
u 23654 81139
u 16281 49377
u 37975 52422
u 72771 94702
u 82515 64570
u 77516 40930
u 32839 86812
u 18666 77039
u 11106 11948
u 91764 99555
u 48517 48
u 84690 31795
u 72535 63778
q 74781 31028
u 67953 63269
u 36672 69899
u 54808 78298
q 80647 65536
u 34203 82663
u 20539 45206
u 78387 76798
u 65026 26320
u 30587 17237
u 50056 80815
q 91278 54210
u 74653 43766
u 88746 85848
u 86627 99978
u 7989 29360
u 79249 87283
u 12690 35266
q 84047 20944
u 46629 36650
u 1473 5587
u 1124 86956
u 78075 14321
u 70088 39149
u 52523 58302
u 19954 53977
u 5877 91307
u 20675 52555
u 82380 87869
u 73503 9791
u 81968 78497
u 518 31120
u 94117 84323
u 68937 45921
u 5429 20003
u 47740 20
u 97185 30055
u 60731 21142
u 95131 67952
u 58064 8032
u 47578 96532
u 27566 62402
u 76704 99438
u 20197 57484
u 18174 89988
u 25829 26877
u 79149 98875
u 8057 72037
u 80833 8059
q 7105 97387
q 22971 43232
q 83921 10906
u 27271 63439
u 90330 37670
q 66989 10171
u 90705 17536
u 43991 63317
u 22546 17919
q 67180 18610
u 82660 68842
u 77577 10992
u 89160 2823
u 85819 55866
u 89431 95491
u 69904 13472
u 9138 22585
u 32348 81997
u 11440 22524
u 52968 46921
u 45957 55890
u 21230 68627
u 77382 86223
u 72020 40608
q 4725 48044
u 97189 24414
u 17421 51052
q 76191 41446
u 80364 5475
u 40811 92840
u 93671 66591
u 27917 95168
u 24195 25697
u 43778 28047
u 34594 69602
u 16178 54368
q 80791 63772
u 61016 61264
u 17132 35849
u 80734 72712
u 95925 80027
u 27689 19723
u 31334 93606
u 9758 92318
u 11486 62244
q 35547 61393
q 23959 88167
u 74070 71479
q 24287 99559
u 58687 85351
u 40030 61313
u 4634 62247
u 69162 48562
q 37845 64207
u 86653 76909
u 38642 771
u 31512 58623
q 99303 40550
u 5990 9340
q 49760 59360
u 46887 80925
u 27717 78744
u 12614 71061
u 80481 19207
u 32229 7327
u 80088 11029
u 12862 63585
q 95052 84543
u 68444 23258
q 23783 30025
u 84867 68637
u 27045 65357
u 61657 82373
u 76388 32923
u 63133 65453
u 34719 7073
u 38338 41400
u 45178 73462
u 88030 9966
q 5313 34756
u 9203 10679
u 62789 45490
u 80805 86878
u 89750 9701
q 80833 22455
u 74049 38956
u 70897 82194
u 17117 39300
u 57384 9858
q 78859 44477
u 87087 56030
u 43278 90924
u 64107 64614
u 9469 70204
